player_id,team_id,league_id,position,role,pitching_ratings_overall_stuff,pitching_ratings_overall_control,pitching_ratings_overall_movement,pitching_ratings_overall_balk,pitching_ratings_overall_hp,pitching_ratings_overall_wild_pitch,pitching_ratings_vsr_stuff,pitching_ratings_vsr_control,pitching_ratings_vsr_movement,pitching_ratings_vsr_balk,pitching_ratings_vsr_hp,pitching_ratings_vsr_wild_pitch,pitching_ratings_vsl_stuff,pitching_ratings_vsl_control,pitching_ratings_vsl_movement,pitching_ratings_vsl_balk,pitching_ratings_vsl_hp,pitching_ratings_vsl_wild_pitch,pitching_ratings_talent_stuff,pitching_ratings_talent_control,pitching_ratings_talent_movement,pitching_ratings_talent_balk,pitching_ratings_talent_hp,pitching_ratings_talent_wild_pitch,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve,pitching_ratings_pitches_talent_fastball,pitching_ratings_pitches_talent_slider,pitching_ratings_pitches_talent_curveball,pitching_ratings_pitches_talent_screwball,pitching_ratings_pitches_talent_forkball,pitching_ratings_pitches_talent_changeup,pitching_ratings_pitches_talent_sinker,pitching_ratings_pitches_talent_splitter,pitching_ratings_pitches_talent_knuckleball,pitching_ratings_pitches_talent_cutter,pitching_ratings_pitches_talent_circlechange,pitching_ratings_pitches_talent_knucklecurve,pitching_ratings_misc_velocity,pitching_ratings_misc_arm_slot,pitching_ratings_misc_stamina,pitching_ratings_misc_ground_fly,pitching_ratings_misc_hold
22704,210,116,1,12,47,13,58,0,4,6,47,13,58,0,4,6,47,13,58,0,4,6,47,15,58,0,0,0,77,0,0,0,0,0,0,68,0,0,0,0,77,0,0,0,0,0,0,68,0,0,0,0,11,3,45,35,164
22705,85,105,1,12,50,93,59,1,6,2,51,96,61,1,6,2,50,91,58,1,6,2,62,93,59,0,0,0,75,0,60,0,55,45,0,0,0,0,0,0,83,0,76,0,55,61,0,0,0,0,0,0,9,3,137,44,55
22708,143,110,1,12,73,3,59,1,4,1,76,3,63,1,4,1,69,3,55,1,4,1,103,42,59,0,0,0,104,0,68,0,0,82,0,0,0,0,0,0,116,0,92,0,0,130,0,0,0,0,0,0,14,3,36,37,3
22710,102,106,1,12,57,1,58,0,3,6,57,1,58,0,3,6,57,1,58,0,3,6,65,1,58,0,0,0,78,0,80,0,0,0,0,0,0,0,0,0,84,0,92,0,0,0,0,0,0,0,0,0,9,3,31,35,125
22711,156,111,1,12,43,53,59,1,4,6,41,53,59,1,4,6,44,53,59,1,4,6,51,53,59,0,0,0,70,0,0,0,0,60,0,0,0,0,0,0,74,0,0,0,0,74,0,0,0,0,0,0,8,3,40,37,86
22712,92,106,1,12,55,56,59,0,5,6,53,56,58,0,5,6,57,57,60,0,5,6,55,56,59,0,0,0,76,33,0,0,0,69,0,0,0,0,65,0,76,33,0,0,0,69,0,0,0,0,65,0,9,3,114,39,141
22713,98,106,1,11,77,34,57,2,3,3,77,32,54,2,3,3,81,40,64,2,3,3,77,41,57,0,0,0,95,36,0,0,102,77,0,0,0,0,0,0,95,36,0,0,102,77,0,0,0,0,0,0,10,3,127,44,192
22714,46,101,1,12,71,93,59,0,4,6,72,96,60,0,4,6,71,91,58,0,4,6,79,93,59,0,0,0,94,67,66,0,0,81,0,0,0,0,0,0,98,72,73,0,0,91,0,0,0,0,0,0,10,4,100,44,103
22715,156,111,1,12,71,21,59,2,11,6,70,21,59,2,11,6,72,21,59,2,11,6,76,21,59,0,0,0,88,98,0,0,0,0,0,0,0,0,0,0,92,107,0,0,0,0,0,0,0,0,0,0,11,3,29,43,83
22716,127,108,1,12,72,42,59,1,8,6,72,43,60,1,8,6,72,41,58,1,8,6,75,42,59,0,0,0,82,0,0,0,0,101,0,0,0,78,0,0,84,0,0,0,0,106,0,0,0,78,0,0,9,3,126,41,56
22718,118,107,1,12,117,1,55,1,6,6,117,1,54,1,6,6,115,1,60,1,6,6,117,2,55,0,0,0,132,124,0,0,0,0,0,0,0,0,0,0,132,124,0,0,0,0,0,0,0,0,0,0,16,3,34,38,162
22719,148,110,1,11,57,42,55,0,7,2,57,43,57,0,7,2,58,41,54,0,7,2,57,55,55,0,0,0,79,70,0,0,0,63,0,80,0,0,0,0,79,70,0,0,0,63,0,80,0,0,0,0,10,2,98,40,99
22720,84,105,1,12,52,68,55,1,6,6,53,70,57,1,6,6,52,64,53,1,6,6,53,68,55,0,0,0,71,63,61,0,70,51,0,0,0,0,55,0,72,65,64,0,70,53,0,0,0,0,55,0,9,3,93,43,27
22721,35,101,1,11,121,53,59,1,2,4,124,56,61,1,2,4,118,48,55,1,2,4,153,158,145,0,0,0,162,0,118,0,0,140,0,0,0,0,0,0,176,0,136,0,0,170,0,0,0,0,0,0,16,3,128,59,120
22722,156,111,1,11,44,1,59,1,12,6,44,1,60,1,12,6,43,1,57,1,12,6,76,1,59,0,0,0,64,0,54,0,78,56,0,0,0,0,0,0,67,0,81,0,90,98,0,0,0,0,0,0,10,4,127,43,27
22723,192,114,1,12,60,1,58,1,5,6,58,1,58,1,5,6,62,1,59,1,5,6,60,3,58,0,0,0,85,0,0,0,0,82,0,0,0,0,0,0,85,0,0,0,0,82,0,0,0,0,0,0,8,3,42,35,38
22724,209,116,1,12,45,1,58,0,1,5,45,1,58,0,1,5,45,1,58,0,1,5,45,1,58,0,0,0,83,0,48,0,0,0,0,0,0,0,0,0,83,0,48,0,0,0,0,0,0,0,0,0,10,4,41,35,122
22725,128,108,1,12,58,1,59,1,12,6,58,1,59,1,12,6,58,1,58,1,12,6,58,1,59,0,0,0,83,0,77,0,0,0,0,0,0,0,0,0,83,0,77,0,0,0,0,0,0,0,0,0,9,4,37,39,137
22726,141,109,1,12,83,1,58,1,4,6,83,1,59,1,4,6,84,1,57,1,4,6,83,1,58,0,0,0,113,99,0,0,0,0,0,0,0,0,0,0,113,99,0,0,0,0,0,0,0,0,0,0,14,2,32,35,124
22727,119,107,1,12,92,39,66,1,8,6,95,42,69,1,8,6,87,35,63,1,8,6,92,39,66,0,0,0,83,0,0,0,92,110,0,0,0,79,0,0,83,0,0,0,92,110,0,0,0,79,0,0,8,4,132,45,57
22728,118,107,1,12,38,1,58,3,12,6,38,1,60,3,12,6,37,1,55,3,12,6,50,1,58,0,0,0,77,0,0,0,0,43,0,0,0,0,0,0,84,0,0,0,0,61,0,0,0,0,0,0,10,3,48,40,23
22729,96,106,1,11,52,1,58,4,8,6,52,1,58,4,8,6,52,1,58,4,8,6,52,1,58,0,0,0,85,0,0,0,0,74,0,0,0,76,0,0,85,0,0,0,0,74,0,0,0,76,0,0,10,3,50,40,53
22730,192,114,1,12,40,7,59,5,10,6,40,7,61,5,10,6,39,7,58,5,10,6,40,9,59,0,0,0,67,48,34,0,0,26,0,0,0,0,0,0,67,48,34,0,0,26,0,0,0,0,0,0,10,3,44,38,9
22731,148,110,1,11,63,25,59,0,4,6,63,25,58,0,4,6,63,25,60,0,4,6,64,25,59,0,0,0,101,77,0,0,0,11,0,79,0,0,0,0,102,79,0,0,0,11,0,79,0,0,0,0,9,2,97,45,197
22733,134,109,1,11,48,1,58,1,3,6,48,1,58,1,3,6,48,1,58,1,3,6,48,1,58,0,0,0,74,0,0,0,72,53,0,0,0,70,0,0,74,0,0,0,72,53,0,0,0,70,0,0,9,3,100,35,72
22734,110,107,1,12,86,28,59,1,7,6,86,28,59,1,7,6,83,28,59,1,7,6,86,28,59,0,0,0,103,97,0,0,0,108,0,0,0,0,0,0,103,97,0,0,0,108,0,0,0,0,0,0,9,3,134,44,123
22735,95,106,1,12,40,8,55,1,12,6,41,8,58,1,12,6,40,7,53,1,12,6,41,8,55,0,0,0,74,0,48,0,0,0,0,0,0,0,0,0,75,0,50,0,0,0,0,0,0,0,0,0,10,4,33,36,72
22736,100,106,1,12,97,1,59,5,12,6,97,1,59,5,12,6,97,1,59,5,12,6,97,15,59,0,0,0,125,0,0,0,0,0,0,0,0,0,0,118,125,0,0,0,0,0,0,0,0,0,0,118,12,3,30,39,33
22738,126,108,1,11,70,42,60,1,10,6,72,45,61,1,10,6,68,40,58,1,10,6,88,59,60,0,0,0,110,0,80,0,0,95,0,0,0,0,0,0,124,0,98,0,0,124,0,0,0,0,0,0,11,3,130,49,59
22739,42,101,1,12,85,76,59,1,9,3,87,81,61,1,9,3,83,70,55,1,9,3,85,76,59,0,0,0,95,0,100,0,0,103,0,0,0,85,0,0,95,0,100,0,0,103,0,0,0,85,0,0,9,3,146,57,93
22740,147,110,1,12,63,1,55,0,12,6,63,1,53,0,12,6,63,1,60,0,12,6,72,30,55,0,0,0,97,0,74,0,0,0,0,0,0,0,0,0,105,0,84,0,0,0,0,0,0,0,0,0,10,4,25,41,166
22741,129,108,1,11,52,7,55,1,7,6,52,7,53,1,7,6,52,8,60,1,7,6,58,7,55,0,0,0,77,0,0,0,0,51,0,76,0,71,0,0,81,0,0,0,0,61,0,76,0,71,0,0,10,3,79,35,123
22742,153,111,1,12,36,1,58,0,3,6,35,1,58,0,3,6,37,1,57,0,3,6,36,1,58,0,0,0,69,43,0,0,0,0,0,0,0,0,0,0,69,43,0,0,0,0,0,0,0,0,0,0,9,3,36,35,29
22743,127,108,1,12,96,45,54,0,4,6,94,43,53,0,4,6,104,50,59,0,4,6,106,145,116,0,0,0,120,0,0,0,0,0,0,0,0,110,0,0,129,0,0,0,0,0,0,0,0,134,0,0,13,3,30,29,146
22744,206,115,1,12,103,5,58,0,1,6,105,5,58,0,1,6,98,5,59,0,1,6,103,5,58,0,0,0,135,104,0,0,0,0,0,0,0,0,0,0,135,104,0,0,0,0,0,0,0,0,0,0,15,3,30,35,123
22746,92,106,1,12,32,52,59,1,8,6,32,54,60,1,8,6,33,49,58,1,8,6,38,62,59,0,0,0,56,48,0,0,0,0,0,0,0,0,0,0,60,57,0,0,0,0,0,0,0,0,0,0,7,3,42,46,60
22747,161,112,1,12,101,1,59,5,5,6,100,1,59,5,5,6,103,1,59,5,5,6,101,11,59,0,0,0,129,0,0,0,0,0,0,0,0,0,125,0,129,0,0,0,0,0,0,0,0,0,125,0,14,3,33,36,72
22748,102,106,1,12,74,1,58,4,8,6,74,1,58,4,8,6,74,1,57,4,8,6,74,1,58,0,3,0,95,0,0,0,0,102,0,0,0,0,0,0,95,0,0,0,0,102,0,0,0,0,0,0,10,4,1,35,124
22749,142,109,1,12,64,3,58,0,12,6,64,3,59,0,12,6,64,3,55,0,12,6,64,3,58,0,0,0,80,0,93,0,0,0,0,0,0,0,0,0,80,0,93,0,0,0,0,0,0,0,0,0,9,3,30,35,5
22751,209,116,1,12,94,23,59,1,9,5,96,25,61,1,9,5,92,20,55,1,9,5,105,26,59,0,0,0,115,88,0,0,0,0,0,97,0,0,0,0,123,102,0,0,0,0,0,104,0,0,0,0,15,2,33,47,40
22752,142,109,1,12,109,16,59,0,4,1,108,17,59,0,4,1,110,15,58,0,4,1,109,16,59,0,0,0,129,101,0,0,0,0,0,0,0,0,0,0,129,101,0,0,0,0,0,0,0,0,0,0,17,2,31,38,46
22753,76,104,1,11,58,57,63,0,2,5,58,57,63,0,2,5,58,57,63,0,2,5,58,57,63,0,0,0,83,0,90,0,0,83,0,0,0,0,0,0,83,0,90,0,0,83,0,0,0,0,0,0,9,3,142,44,65
22754,71,104,1,12,98,25,59,0,4,6,96,25,58,0,4,6,100,25,59,0,4,6,98,25,59,0,0,0,70,136,100,0,0,24,0,0,0,0,0,0,70,136,100,0,0,24,0,0,0,0,0,0,10,3,110,36,153
22755,155,111,1,11,113,1,59,0,12,6,113,1,60,0,12,6,115,1,58,0,12,6,113,37,59,0,0,0,123,0,146,102,0,117,0,0,0,0,0,0,123,0,146,102,0,117,0,0,0,0,0,0,9,4,103,44,82
22756,141,109,1,12,68,1,58,1,12,1,70,1,60,1,12,1,67,1,57,1,12,1,132,1,58,0,0,0,111,0,0,0,0,51,0,0,0,0,0,0,141,0,0,0,0,148,0,0,0,0,0,0,16,3,2,35,38
22757,93,106,1,12,94,53,59,1,5,6,94,52,58,1,5,6,94,54,60,1,5,6,94,62,65,0,0,0,120,116,0,0,0,0,0,0,0,0,0,0,120,116,0,0,0,0,0,0,0,0,0,0,12,2,39,47,68
22760,170,112,1,11,75,12,59,1,6,6,75,12,59,1,6,6,75,12,59,1,6,6,75,12,59,0,0,0,99,0,106,0,0,80,0,56,0,0,0,0,99,0,106,0,0,80,0,56,0,0,0,0,9,4,132,43,136
22761,135,109,1,13,96,1,59,1,12,6,96,1,59,1,12,6,96,1,59,1,12,6,96,1,59,0,0,0,0,0,0,0,0,0,0,0,0,129,85,0,0,0,0,0,0,0,0,0,0,129,85,0,15,3,27,38,60
22762,157,111,1,11,56,2,59,3,8,6,58,2,63,3,8,6,52,2,57,3,8,6,67,50,59,0,0,0,72,65,73,0,0,66,65,0,0,0,0,0,75,73,85,0,0,81,65,0,0,0,0,0,10,3,100,45,175
22763,157,111,1,11,74,1,58,0,12,6,74,1,59,0,12,6,74,1,57,0,12,6,94,1,58,0,0,0,98,0,0,0,0,107,0,96,0,0,0,0,109,0,0,0,0,135,0,101,0,0,0,0,10,2,104,40,29
22764,146,110,1,11,46,30,57,0,1,6,46,28,55,0,1,6,47,32,60,0,1,6,46,30,57,0,0,0,73,0,55,0,0,44,0,73,0,0,0,0,73,0,55,0,0,44,0,73,0,0,0,0,10,3,100,37,195
22765,105,106,1,12,87,15,55,2,10,6,87,14,54,2,10,6,87,17,60,2,10,6,87,15,55,0,0,0,105,0,117,0,0,0,0,0,0,0,0,0,105,0,117,0,0,0,0,0,0,0,0,0,10,4,37,37,199
22766,203,115,1,12,63,10,59,3,5,6,63,10,60,3,5,6,63,10,58,3,5,6,67,14,59,0,0,0,89,0,82,0,0,0,0,0,0,0,0,0,91,0,87,0,0,0,0,0,0,0,0,0,10,3,37,41,45
22767,210,116,1,12,49,1,58,0,2,6,48,1,58,0,2,6,50,1,58,0,2,6,49,1,58,0,0,0,72,69,0,0,0,0,0,0,0,0,0,0,72,69,0,0,0,0,0,0,0,0,0,0,9,3,41,35,124
22768,85,105,1,12,65,66,55,0,3,6,67,64,54,0,3,6,64,69,58,0,3,6,74,81,55,0,0,0,80,77,0,0,75,81,0,0,0,0,0,0,86,85,0,0,76,93,0,0,0,0,0,0,8,2,126,44,177
22770,91,106,1,12,100,48,58,1,8,6,105,50,60,1,8,6,95,46,55,1,8,6,110,67,58,0,0,0,122,94,0,0,0,66,0,0,0,0,0,0,129,105,0,0,0,82,0,0,0,0,0,0,16,3,32,35,110
22771,50,102,1,11,38,153,81,1,7,5,38,157,83,1,7,5,38,148,78,1,7,5,38,153,81,1,7,5,73,57,52,0,0,6,0,0,0,0,0,0,73,58,52,0,0,6,0,0,0,0,0,0,9,4,157,49,83
22772,105,106,1,12,84,35,58,2,4,6,84,35,58,2,4,6,84,34,57,2,4,6,84,35,58,0,0,0,112,0,0,0,0,0,0,98,0,0,0,0,112,0,0,0,0,0,0,98,0,0,0,0,12,3,40,40,12
22774,138,109,1,13,98,1,57,2,6,6,98,1,55,2,6,6,98,1,61,2,6,6,98,1,57,0,0,0,127,0,118,0,0,0,0,0,0,0,0,0,127,0,118,0,0,0,0,0,0,0,0,0,12,3,25,39,131
22775,141,109,1,11,53,1,58,3,3,6,52,1,55,3,3,6,58,1,61,3,3,6,73,17,58,0,0,0,65,0,88,0,0,57,0,64,0,0,0,0,73,0,115,0,0,78,0,65,0,0,0,0,7,2,105,44,132
22776,134,109,1,11,38,1,59,2,12,6,39,1,60,2,12,6,38,1,59,2,12,6,38,1,59,0,0,0,77,0,58,0,0,50,0,0,0,0,0,0,77,0,58,0,0,50,0,0,0,0,0,0,10,3,107,42,98
22777,120,107,1,13,44,39,59,1,3,5,45,39,60,1,3,5,44,39,59,1,3,5,48,39,59,0,0,0,79,0,0,0,0,52,0,0,0,0,0,0,82,0,0,0,0,59,0,0,0,0,0,0,10,3,36,43,105
22778,132,108,1,11,74,19,57,1,8,6,71,18,54,1,8,6,81,24,63,1,8,6,74,30,57,0,0,0,101,0,85,0,0,114,0,0,0,0,0,0,101,0,85,0,0,114,0,0,0,0,0,0,8,3,127,42,167
22780,43,101,1,12,85,77,60,0,5,6,88,81,63,0,5,6,83,73,58,0,5,6,106,81,69,0,0,0,95,102,0,0,0,94,76,0,0,0,0,0,102,122,0,0,0,123,84,0,0,0,0,0,12,4,120,49,76
22781,120,107,1,12,52,2,59,1,11,6,52,2,60,1,11,6,53,2,59,1,11,6,52,2,59,0,0,0,80,68,0,0,0,0,0,0,0,0,0,0,80,68,0,0,0,0,0,0,0,0,0,0,10,1,39,41,38
22782,142,109,1,11,53,10,59,4,6,6,52,10,59,4,6,6,55,10,58,4,6,6,57,15,59,0,0,0,74,69,0,0,73,76,0,0,0,0,0,0,76,72,0,0,73,81,0,0,0,0,0,0,8,2,137,36,154
22784,170,112,1,12,37,26,59,2,6,5,36,27,59,2,6,5,37,25,58,2,6,5,44,26,59,0,0,0,68,47,0,0,0,0,0,0,0,0,0,0,73,56,0,0,0,0,0,0,0,0,0,0,9,4,36,44,118
22785,94,106,1,12,74,47,57,2,4,6,74,46,57,2,4,6,74,49,59,2,4,6,74,47,57,0,0,0,96,97,0,0,0,0,0,0,0,0,0,0,96,97,0,0,0,0,0,0,0,0,0,0,10,2,32,35,135
22786,39,101,1,11,106,61,59,0,4,6,108,63,61,0,4,6,103,57,58,0,4,6,109,63,59,0,0,0,120,135,0,0,0,105,0,107,0,0,0,0,122,139,0,0,0,109,0,107,0,0,0,0,13,3,147,43,34
22787,155,111,1,13,40,63,58,3,3,2,39,64,59,3,3,2,41,62,58,3,3,2,40,63,58,0,0,0,67,55,0,0,0,0,0,0,0,0,0,0,67,55,0,0,0,0,0,0,0,0,0,0,9,3,31,40,18
22788,120,107,1,12,53,7,58,1,4,6,53,7,59,1,4,6,52,7,55,1,4,6,59,7,58,0,0,0,84,0,0,0,0,69,0,0,0,0,0,0,86,0,0,0,0,78,0,0,0,0,0,0,11,3,35,35,50
22790,90,105,1,12,99,20,58,2,12,6,97,19,55,2,12,6,106,24,61,2,12,6,105,20,58,0,0,0,107,0,114,0,0,117,0,100,0,0,0,0,109,0,118,0,0,123,0,100,0,0,0,0,10,3,140,41,102
22791,113,107,1,12,57,53,53,0,6,6,57,52,53,0,6,6,57,56,55,0,6,6,57,53,53,0,0,0,67,0,57,0,72,77,0,0,0,0,0,0,67,0,57,0,72,77,0,0,0,0,0,0,7,3,127,36,176
22793,185,113,1,12,69,7,60,0,8,6,68,7,61,0,8,6,71,7,58,0,8,6,82,74,116,0,0,0,98,0,84,0,0,0,0,0,0,0,0,0,107,0,103,0,0,0,0,0,0,0,0,0,12,3,33,54,117
22794,96,106,1,11,79,20,59,2,12,6,76,21,60,2,12,6,81,19,57,2,12,6,79,20,59,0,0,0,108,0,0,0,0,107,0,0,0,102,0,0,108,0,0,0,0,107,0,0,0,102,0,0,10,3,133,41,141
22795,141,109,1,12,40,19,58,2,8,6,40,20,60,2,8,6,39,18,57,2,8,6,51,19,58,0,0,0,72,0,50,0,0,0,0,0,0,0,0,0,79,0,66,0,0,0,0,0,0,0,0,0,10,3,38,40,173
22796,118,107,1,11,75,9,59,3,5,6,75,9,59,3,5,6,75,9,58,3,5,6,75,9,59,0,0,0,104,0,0,0,92,24,0,0,0,95,0,0,104,0,0,0,92,24,0,0,0,95,0,0,10,3,119,38,58
22797,103,106,1,11,44,4,59,2,4,6,44,4,61,2,4,6,44,4,58,2,4,6,44,15,59,0,0,0,78,63,0,0,73,6,0,0,0,0,0,0,78,63,0,0,73,6,0,0,0,0,0,0,10,2,112,44,60
22798,150,110,1,12,116,7,58,4,4,6,116,7,58,4,4,6,116,7,57,4,4,6,116,14,58,0,0,0,135,0,0,0,0,0,0,0,0,0,148,0,135,0,0,0,0,0,0,0,0,0,148,0,12,3,45,35,132
22800,45,101,1,12,68,80,59,3,5,1,65,77,58,3,5,1,70,82,60,3,5,1,70,88,59,0,0,0,81,84,74,0,71,69,0,0,0,0,0,0,82,87,76,0,71,73,0,0,0,0,0,0,9,4,147,45,15
22802,150,110,1,12,62,42,63,0,5,6,62,43,63,0,5,6,62,41,61,0,5,6,62,48,63,0,0,0,82,0,88,0,0,0,0,0,0,0,0,0,82,0,88,0,0,0,0,0,0,0,0,0,8,3,43,42,11
22803,142,109,1,12,32,1,59,1,12,6,33,1,60,1,12,6,31,1,59,1,12,6,34,1,59,0,0,0,64,38,0,0,0,0,0,0,0,0,0,0,66,42,0,0,0,0,0,0,0,0,0,0,10,3,31,42,187
22804,131,108,1,11,80,1,58,1,5,6,81,1,58,1,5,6,77,1,59,1,5,6,80,1,58,0,0,0,117,51,0,0,106,0,0,0,0,0,0,0,117,51,0,0,106,0,0,0,0,0,0,0,9,3,51,35,178
22805,170,112,1,12,56,39,58,0,5,6,56,38,57,0,5,6,56,45,63,0,5,6,85,96,108,0,0,0,85,0,70,0,0,0,0,0,0,0,0,0,106,0,111,0,0,0,0,0,0,0,0,0,10,3,33,53,142
22806,38,101,1,12,74,83,59,2,3,5,77,86,60,2,3,5,71,80,57,2,3,5,111,119,93,0,0,0,101,0,74,0,0,87,0,0,0,0,0,0,125,0,104,0,0,138,0,0,0,0,0,0,10,3,147,50,72
22807,93,106,1,12,74,63,55,1,5,6,74,63,55,1,5,6,74,63,55,1,5,6,74,63,55,0,0,0,107,0,87,0,0,0,0,0,0,0,0,0,107,0,87,0,0,0,0,0,0,0,0,0,11,3,32,35,142
22808,148,110,1,13,63,53,59,1,2,6,63,53,59,1,2,6,63,53,59,1,2,6,74,53,59,0,0,0,106,0,64,0,0,0,0,0,0,0,0,0,116,0,76,0,0,0,0,0,0,0,0,0,13,3,37,39,54
22809,101,106,1,12,77,13,59,3,5,6,76,13,60,3,5,6,80,13,58,3,5,6,77,27,59,0,0,0,95,0,0,0,0,108,0,0,0,0,0,0,95,0,0,0,0,108,0,0,0,0,0,0,11,3,34,41,44
22810,110,107,1,12,69,50,64,0,3,6,69,50,64,0,3,6,69,50,64,0,3,6,69,50,64,0,0,0,81,0,90,0,81,9,0,0,0,0,0,0,81,0,90,0,81,9,0,0,0,0,0,0,8,4,142,45,118
22811,141,109,1,11,65,14,59,1,12,6,65,14,59,1,12,6,65,14,59,1,12,6,65,15,59,0,0,0,74,0,86,0,0,110,0,0,0,0,0,0,74,0,86,0,0,110,0,0,0,0,0,0,7,3,100,43,36
22812,146,110,1,11,74,4,59,5,12,6,75,4,61,5,12,6,73,4,57,5,12,6,74,5,59,0,0,0,88,43,0,0,91,84,0,0,0,86,0,0,88,43,0,0,91,84,0,0,0,86,0,0,10,3,100,37,20
22813,157,111,1,12,60,1,58,5,12,6,58,1,59,5,12,6,62,1,55,5,12,6,60,1,58,0,0,0,76,0,0,0,0,0,0,0,0,0,90,0,76,0,0,0,0,0,0,0,0,0,90,0,8,3,29,35,70
22814,131,108,1,12,64,1,58,2,6,6,64,1,58,2,6,6,64,1,58,2,6,6,70,1,58,0,0,0,89,0,0,0,0,65,0,0,0,75,0,0,95,0,0,0,0,75,0,0,0,75,0,0,9,3,100,35,174
22815,154,111,1,12,98,1,59,3,8,6,98,1,60,3,8,6,98,1,58,3,8,6,98,1,59,0,0,0,127,0,118,0,0,0,0,0,0,0,0,0,127,0,118,0,0,0,0,0,0,0,0,0,14,3,28,44,63
22816,105,106,1,12,107,1,59,5,4,6,111,1,61,5,4,6,103,1,58,5,4,6,107,8,59,0,0,0,134,0,99,0,0,120,0,0,0,0,0,0,134,0,99,0,0,120,0,0,0,0,0,0,13,3,24,44,9
22817,134,109,1,11,79,5,58,4,12,6,79,5,59,4,12,6,79,5,55,4,12,6,79,5,58,0,0,0,64,96,0,0,0,137,0,0,0,0,0,0,64,96,0,0,0,137,0,0,0,0,0,0,10,3,64,35,56
22818,134,109,1,12,56,1,55,1,6,6,56,1,54,1,6,6,56,1,60,1,6,6,56,1,55,0,0,0,85,69,0,0,0,0,0,0,0,0,0,0,85,69,0,0,0,0,0,0,0,0,0,0,10,3,32,35,112
22819,143,110,1,12,58,28,55,5,12,6,57,28,54,5,12,6,59,30,57,5,12,6,58,28,55,0,0,0,80,79,0,0,0,0,0,0,0,0,0,0,80,79,0,0,0,0,0,0,0,0,0,0,10,3,44,41,134
22820,122,108,1,12,25,1,59,1,11,6,26,1,60,1,11,6,24,1,58,1,11,6,58,3,59,0,0,0,60,31,0,0,0,0,0,0,0,0,0,0,84,74,0,0,0,0,0,0,0,0,0,0,10,2,31,37,155
22821,147,110,1,12,93,3,58,5,4,1,92,3,57,5,4,1,93,3,61,5,4,1,93,23,58,0,0,0,113,120,0,0,0,0,0,0,0,0,0,0,113,120,0,0,0,0,0,0,0,0,0,0,10,3,29,42,196
22822,115,107,1,12,98,39,59,1,6,6,97,39,59,1,6,6,98,39,59,1,6,6,98,39,59,0,0,0,110,133,0,0,0,0,0,0,0,0,0,0,110,133,0,0,0,0,0,0,0,0,0,0,11,4,46,45,87
22824,155,111,1,12,91,26,58,1,9,4,91,26,58,1,9,4,89,26,58,1,9,4,94,27,58,0,0,0,92,0,135,0,0,0,0,0,0,0,0,0,93,0,140,0,0,0,0,0,0,0,0,0,11,3,37,35,25
22825,7,100,1,13,51,20,59,1,5,6,50,21,59,1,5,6,53,19,58,1,5,6,51,20,59,0,0,0,74,73,0,0,0,0,0,0,0,0,0,0,74,73,0,0,0,0,0,0,0,0,0,0,9,4,38,38,75
22826,150,110,1,12,67,15,59,0,5,6,68,15,60,0,5,6,67,15,58,0,5,6,67,84,59,0,0,0,86,0,93,0,0,0,0,0,0,0,0,0,86,0,93,0,0,0,0,0,0,0,0,0,10,3,40,44,101
22827,109,107,1,11,75,6,60,0,2,6,75,6,59,0,2,6,75,6,61,0,2,6,75,63,63,0,0,0,74,103,0,0,63,80,0,76,0,0,0,0,74,103,0,0,63,80,0,76,0,0,0,0,7,2,50,49,67
22828,124,108,1,11,84,1,55,2,12,6,84,1,55,2,12,6,84,1,57,2,12,6,84,1,55,0,0,0,110,0,0,0,0,121,0,0,0,101,0,0,110,0,0,0,0,121,0,0,0,101,0,0,10,3,100,37,144
22829,132,108,1,12,84,19,58,1,4,6,87,21,60,1,4,6,80,17,54,1,4,6,87,24,58,0,0,0,102,0,103,0,0,104,0,0,0,0,0,0,104,0,107,0,0,109,0,0,0,0,0,0,10,3,130,40,50
22830,138,109,1,11,49,7,59,1,4,6,50,7,59,1,4,6,48,7,59,1,4,6,49,7,59,0,0,0,89,0,0,0,0,17,0,0,0,87,0,0,89,0,0,0,0,17,0,0,0,87,0,0,9,3,74,39,102
22831,134,109,1,12,76,1,59,2,6,6,75,1,59,2,6,6,77,1,58,2,6,6,76,1,59,0,0,0,114,83,0,0,0,0,0,0,0,0,0,0,114,83,0,0,0,0,0,0,0,0,0,0,13,3,31,39,158
22832,135,109,1,11,69,16,58,1,7,6,69,17,59,1,7,6,69,15,55,1,7,6,70,33,58,0,0,0,101,104,0,0,0,76,0,0,0,0,0,0,102,106,0,0,0,78,0,0,0,0,0,0,10,4,118,35,100
22834,147,110,1,11,34,1,59,1,12,6,33,1,59,1,12,6,36,1,58,1,12,6,34,1,59,0,0,0,72,55,22,0,0,26,0,0,0,0,0,0,72,55,22,0,0,26,0,0,0,0,0,0,10,3,95,41,103
22835,139,109,1,12,70,1,58,3,12,6,70,1,59,3,12,6,69,1,58,3,12,6,77,1,58,0,0,0,95,0,90,0,0,0,0,0,0,0,0,0,99,0,102,0,0,0,0,0,0,0,0,0,12,3,29,35,54
